information,source_file_name,page_number
"Delirium 597
Substance withdrawal delirium:  This diagnosis should be made instead of sub-
stance withdrawal when the symptoms in Criteria A and C predominate in the clinical
picture and when they are sufficiently severe to warrant clinical attention",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Code  [specific substance] withdrawal delirium: 291.0 (F10.231)  alcohol; 292.0
(F11.23)  opioid; 292.0 (F13.231)  sedative, hypnotic, or anxiolytic; 292.0 (F19.231)
other (or unknown) substance/medication",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Medication-induced delirium:  This diagnosis applies when the symptoms in Criteria
A and C arise as a side effect of a medication taken as prescribed",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Coding note:  The ICD-9-CM code for [specific medication]-induced delirium is
292.81. The ICD-10-CM code depends on the type of medication. If the medication
is an opioid taken as prescribed, the code is F11.921.  If the medication is a seda-
tive, hypnotic, or anxiolytic taken as prescribed, the code is F13.921.  If the medica-
tion is an amphetamine-type or other stimulant taken as prescribed, the code is
F15.921.  For medications that do not fit into any of the classes (e.g., dexametha-
sone) and in cases in which a substance is judged to be an etiological factor but the
specific class of substance is unknown, the code is F19.921",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"293.0 (F05) Delirium due to another medical condition:  There is evidence from the
history, physical examination, or laboratory findings that the disturbance is attributable
to the physiological consequences of another medical condition",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Coding note: Include the name of the other medical condition in the name of the
delirium (e.g., 293.0 [F05] delirium due to hepatic encephalopathy). The other med-
ical condition should also be coded and listed separately immediately before the
delirium due to another medical condition (e.g., 572.2 [K72.90] hepatic encepha-
lopathy; 293.0 [F05] delirium due to hepatic encephalopathy)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"293.0 (F05) Delirium due to  multiple etiologies:  There is evidence from the history,
physical examination, or laboratory findings that the delirium has more than one etiol-
ogy (e.g., more than one etiological medical condition; another medical condition plus
substance intoxication or medication side effect)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Coding note:  Use multiple separate codes reflecting specific delirium etiologies
(e.g., 572.2 [K72.90] hepatic encephalopathy, 293.0 [F05] delirium due to hepatic
failure; 291.0 [F10.231] alcohol withdrawal de lirium). Note that the etiological med-
ical condition both appears as a separate code that precedes the delirium code and
is substituted into the delirium due to another medical condition rubric. 
Specify if:
Acute:  Lasting a few hours or days",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"Persistent:  Lasting weeks or months.Sedative, hypnotic, or anxioly tic 292.81 F13.121 F13.221 F13.921
Amphetamine (or other 
stimulant)292.81 F15.121 F15.221 F15.921
Cocaine 292.81 F14.121 F14.221 F14.921
Other (or unknown) substance 292.81 F19.121 F19.221 F19.921ICD-10-CM
ICD-9-CMWith use 
disorder, 
mildWith use 
disorder, 
moderate or 
severeWithout use 
disorder",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,642
"598 Neurocognitive Disorders
Specify if:
Hyperactive:  The individual has a hyperactive level of psychomotor activity that may be
accompanied by mood lability, agitation, and/or refusal to cooperate with medical care",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"Hypoactive:  The individual has a hypoactive level of psychomotor activity that may be
accompanied by sluggishness and lethargy that approaches stupor",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"Mixed level of activity: The individual has a normal level of psychomotor activity even
though attention and awareness are disturbed. Also includes individuals whose activity
level rapidly fluctuates",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"Recording Procedures
Substance intoxication delirium
ICD-9-CM. The name of the substance/medication intoxication delirium begins with
the specific substance (e.g., co caine, dexamethasone) that is  presumed to be causing the
delirium. The diagnostic code is  selected from the table includ ed in the criteria set, which
is based on the drug class. For substances that do not fit into any of the classes (e.g., dexa-
methasone), the code for “other substance” should be used; and in cases in which a sub-
stance is judged to be an etiological factor but the specific class of substance is unknown,
the category “unknown substance” should be used",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"The name of the disorder is followed by the course (i.e., acute, persistent), followed by
the specifier indicating level of psychomotor activity (i.e., hyperactive, hypoactive, mixed
level of activity). Unlike the recording proc edures for ICD-10-CM, which combine the sub-
stance/medication intoxication delirium and subs tance use disorder into a single code, for
ICD-9-CM a separate diagnostic code is give n for the substance use disorder. For example,
in the case of acute hyperactive intoxication delirium occurring in a man with a severe co-
caine use disorder, the diagnosis is 292.81 cocaine intoxication delirium, acute, hyperac-
tive. An additional diagnosis of 304.20 severe cocaine use disorder is also given. If the
intoxication delirium occurs without a comorbid substance use disorder (e.g., after a one-
time heavy use of the substance), no accompan ying substance use disorder is noted (e.g.,
292.81 phencyclidine intoxication delirium, acute, hypoactive)",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"ICD-10-CM. The name of the substance/ medication intoxication de lirium begins with the
specific substance (e.g., cocaine,  dexamethasone) that is presumed to be causing the delirium",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
"The diagnostic code is selected from the table in cluded in the criteria set, which is based on the
drug class and presence or absence of a comorbid substance use disorder. For substances that
do not fit into any of the classes (e.g., dexamethasone), the code for “other substance” should
be used; and in cases in which a substance is judg ed to be an etiological factor but the specific
class of substance is unknown, the category “unknown substance” should be used",Diagnostic and statistical manual of mental disorders _ DSM-5 ( PDFDrive.com ).pdf,643
